fbi_code,fbi_rank_by_f1,f1_score,feature_rank,feature_name,importance_score,feature_category,feature_description
15,1,0.909952606635071,59,law_justice_dike_longitude,0.0035940379897372,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,60,fire_pyrrhus_longitude,0.0035932747679387,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,61,computer_hack_longitude,0.0035701803223134,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,62,money_midas_longitude,0.0034982521661612,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,63,drugs_syrinx_longitude,0.0034547979663154,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,64,aggression_tyson_longitude,0.0034517968253198,Aggression Minor Planet,Astronomical position or factor
15,1,0.909952606635071,65,law_justice_polizzi_longitude,0.0034185672567852,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,66,law_justice_richthammer_longitude,0.0033963980186299,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,67,knives_cutts_longitude,0.0033663526604187,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,68,prostitution_slettebak_longitude,0.00334993943141,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,69,prostitution_kythera_longitude,0.0033298848898301,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,70,victims_pain_sisyphus_longitude,0.0033231003304796,Victim/Pain Minor Planet,Astronomical position or factor
15,1,0.909952606635071,71,mayhem_phaeton_longitude,0.0032973020907671,Mayhem Minor Planet,Astronomical position or factor
15,1,0.909952606635071,72,explosive_bomben_longitude,0.0032917392929041,Explosive Minor Planet,Astronomical position or factor
15,1,0.909952606635071,73,aggression_schubart_longitude,0.0032846299021131,Aggression Minor Planet,Astronomical position or factor
15,1,0.909952606635071,74,victims_pain_nyctimene_longitude,0.003278223670879,Victim/Pain Minor Planet,Astronomical position or factor
15,1,0.909952606635071,75,victims_pain_paine_longitude,0.0032493026797605,Victim/Pain Minor Planet,Astronomical position or factor
15,1,0.909952606635071,76,fire_burnim_longitude,0.0032271548259243,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,77,explosive_bam_longitude,0.0031967381609934,Explosive Minor Planet,Astronomical position or factor
15,1,0.909952606635071,78,explosive_salpetriere_longitude,0.0031752128022865,Explosive Minor Planet,Astronomical position or factor
15,1,0.909952606635071,79,money_golden_longitude,0.0031423472563569,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,80,obstacles_hinderer_longitude,0.0031332576653691,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,81,fire_burns_longitude,0.0031236885986735,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,82,mayhem_hel_longitude,0.0030969613573915,Mayhem Minor Planet,Astronomical position or factor
15,1,0.909952606635071,83,fire_burney_longitude,0.0030941649394742,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,84,aggression_aristaeus_longitude,0.0030857243272221,Aggression Minor Planet,Astronomical position or factor
15,1,0.909952606635071,85,aggression_amycus_longitude,0.0030771416564291,Aggression Minor Planet,Astronomical position or factor
15,1,0.909952606635071,86,computer_hackman_longitude,0.0030700077614339,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,87,dishonesty_cardea_longitude,0.0030380439310537,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,88,fire_burnett_longitude,0.0030369073152754,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,89,prostitution_poutanen_longitude,0.0030100912419868,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,90,knives_sharp_longitude,0.0029962677775361,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,91,money_goldreich_longitude,0.0029665733060499,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,92,drugs_beer_longitude,0.0029390220950375,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,93,drugs_dionysus_longitude,0.0029382577735803,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,94,death_eurydike_longitude,0.0028684665367767,Death Minor Planet,Astronomical position or factor
15,1,0.909952606635071,95,drugs_bacchus_longitude,0.0027976573833865,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,96,firearms_gunma_longitude,0.0027940958621626,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,97,money_gold_longitude,0.0027920433500986,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,98,fire_fireman_longitude,0.0027785303390593,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,99,victims_pain_grieve_longitude,0.0027467420569669,Victim/Pain Minor Planet,Astronomical position or factor
15,1,0.909952606635071,100,law_justice_polit_longitude,0.0027188902334113,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,101,prostitution_pylenor_longitude,0.0026288925936766,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,102,mayhem_hybris_longitude,0.0026265468498957,Mayhem Minor Planet,Astronomical position or factor
15,1,0.909952606635071,103,obstacles_lysistrata_longitude,0.0025700394972633,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,104,law_justice_themis_longitude,0.0025148595247855,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,105,dishonesty_swindle_longitude,0.0024613268392836,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,106,prostitution_messalina_longitude,0.0024182395421857,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,107,victims_pain_sado_longitude,0.0023148483337521,Victim/Pain Minor Planet,Astronomical position or factor
15,1,0.909952606635071,108,mayhem_wild_longitude,0.0022731113426714,Mayhem Minor Planet,Astronomical position or factor
15,1,0.909952606635071,109,drugs_datura_longitude,0.0022677297742946,Minor Planet,Astronomical position or factor
15,1,0.909952606635071,110,moon_dignity,0.0008411938680306,Planetary Dignity,Planetary strength in zodiac sign
15,1,0.909952606635071,111,27,0.0002962606602539,Other,Astronomical position or factor
15,1,0.909952606635071,112,mercury_retrograde,0.0002948832866981,Planetary Motion,Mercury backward motion
15,1,0.909952606635071,113,mercury_dignity,0.0002230652593968,Planetary Dignity,Planetary strength in zodiac sign
15,1,0.909952606635071,114,sun_dignity,0.0001143820327985,Planetary Dignity,Planetary strength in zodiac sign
02,2,0.7771739130434783,1,moon_distance,0.0286018073906476,Lunar Feature,Earth-Moon distance
02,2,0.7771739130434783,2,moon_longitude,0.0281615544164581,Traditional Planet,Lunar position - emotions and cycles
02,2,0.7771739130434783,3,moon_phase,0.0277409123363694,Lunar Feature,Lunar cycle phase (0-1)
02,2,0.7771739130434783,4,sun_longitude,0.0257069131374636,Traditional Planet,Solar position - core vitality and ego
02,2,0.7771739130434783,5,midheaven,0.0245052306683319,Astrological House,10th house cusp - career and reputation
02,2,0.7771739130434783,6,mercury_longitude,0.023756170532714,Traditional Planet,Communication and mental activity
02,2,0.7771739130434783,7,ascendant,0.022920130028959,Astrological House,Rising sign - personality mask
02,2,0.7771739130434783,8,venus_longitude,0.0219787197740555,Traditional Planet,"Love, relationships, and values"
02,2,0.7771739130434783,9,south_node,0.0189240001215389,Lunar Node,Karmic past
02,2,0.7771739130434783,10,victims_pain_sedna_longitude,0.0181591138520511,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,11,pluto_longitude,0.0153085892459411,Traditional Planet,"Transformation, power, and death"
02,2,0.7771739130434783,12,north_node,0.0152478767364647,Lunar Node,Karmic path forward
02,2,0.7771739130434783,13,uranus_longitude,0.0140363557254854,Traditional Planet,"Revolution, innovation, and sudden change"
02,2,0.7771739130434783,14,victims_pain_chiron_longitude,0.0136227745934352,Victim/Pain Minor Planet,"Wounded healer, victim experiences"
02,2,0.7771739130434783,15,jupiter_longitude,0.013367503511049,Traditional Planet,"Expansion, luck, and philosophy"
02,2,0.7771739130434783,16,aggression_nessus_longitude,0.0133567048307659,Aggression Minor Planet,"Abuse, revenge, and violence"
02,2,0.7771739130434783,17,saturn_longitude,0.013034173720273,Traditional Planet,"Authority, structure, and limitation"
02,2,0.7771739130434783,18,eclipse_proximity,0.0128110653691619,Eclipse Feature,Days from nearest eclipse
02,2,0.7771739130434783,19,mayhem_apophis_longitude,0.0119424063019156,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,20,aggression_eris_longitude,0.0116097582059649,Aggression Minor Planet,"Discord, strife, and chaos"
02,2,0.7771739130434783,21,neptune_longitude,0.0111785859591662,Traditional Planet,"Deception, illusion, and confusion"
02,2,0.7771739130434783,22,aggression_orcus_longitude,0.0107496599898999,Aggression Minor Planet,Underworld punishment and retribution
02,2,0.7771739130434783,23,mars_longitude,0.0104855324442521,Traditional Planet,"Action, energy, and aggression"
02,2,0.7771739130434783,24,localization_cook_longitude,0.0102560300151044,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,25,mayhem_chaos_longitude,0.0101551356127418,Mayhem Minor Planet,Disorder and unpredictable events
02,2,0.7771739130434783,26,dishonesty_swindle_longitude,0.009712617183585,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,27,obstacles_alu_longitude,0.0095711788736695,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,28,obstacles_lysistrata_longitude,0.0094694731970013,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,29,aggression_ate_longitude,0.0089969752881668,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,30,victims_pain_lacrimosa_longitude,0.0087763509915618,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,31,aggression_amphimachus_longitude,0.0085389097753441,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,32,aggression_toro_longitude,0.0084241301119285,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,33,mayhem_phaeton_longitude,0.0082305338959389,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,34,aggression_thereus_longitude,0.0082188291368182,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,35,victims_pain_grieve_longitude,0.0082025755774775,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,36,explosive_pholus_longitude,0.0081741869589379,Explosive Minor Planet,Sudden release and escalation
02,2,0.7771739130434783,37,localization_chicago_longitude,0.0080281744850996,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,38,money_goldreich_longitude,0.0078614681081029,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,39,explosive_bam_longitude,0.0077992389833613,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,40,firearms_gunma_longitude,0.0077911003212098,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,41,prostitution_lust_longitude,0.0077228930227674,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,42,money_golden_longitude,0.0077081699903952,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,43,prostitution_slettebak_longitude,0.0076909604764174,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,44,firearms_gunnie_longitude,0.0076830245391912,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,45,obstacles_hinderer_longitude,0.0075628042017236,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,46,law_justice_justitia_longitude,0.0075324781036367,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,47,drugs_syringa_longitude,0.0073745588836268,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,48,money_gold_longitude,0.0073237430839893,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,49,dishonesty_lie_longitude,0.0073143686887842,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,50,knives_cutillo_longitude,0.0072822940955247,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,51,law_justice_richthammer_longitude,0.0072788305140837,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,52,aggression_tyson_longitude,0.0072463543619871,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,53,fire_burnim_longitude,0.0072157780508756,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,54,firearms_shotwell_longitude,0.0072103102529227,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,55,firearms_gunn_longitude,0.0071546938939682,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,56,fire_burney_longitude,0.0069947108326944,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,57,aggression_sekhmet_longitude,0.0069876543048048,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,58,explosive_bomben_longitude,0.0069456658308327,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,59,mayhem_wild_longitude,0.0068911199292496,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,60,aggression_amycus_longitude,0.0068479070532465,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,61,computer_hackman_longitude,0.0068209368509596,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,62,knives_sharp_longitude,0.00680570851719,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,63,death_eurydike_longitude,0.0067341328342453,Death Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,64,explosive_salpetriere_longitude,0.0067165098967164,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,65,law_justice_dike_longitude,0.006715573333329,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,66,prostitution_messalina_longitude,0.0066836338982909,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,67,drugs_bacchus_longitude,0.0066592002856301,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,68,law_justice_themis_longitude,0.0066224133910214,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,69,drugs_datura_longitude,0.0065894411414614,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,70,prostitution_kythera_longitude,0.0065226590222533,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,71,mayhem_hybris_longitude,0.0064795117702262,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,72,aggression_balbastre_longitude,0.0064728201183472,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,73,prostitution_poutanen_longitude,0.0064071878589756,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,74,victims_pain_paine_longitude,0.0063803132732889,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,75,computer_hack_longitude,0.0063691563409142,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,76,fire_burnett_longitude,0.0063336447216934,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,77,drugs_dionysus_longitude,0.0062819235329494,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,78,knives_cutts_longitude,0.0062499062830633,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,79,prostitution_pylenor_longitude,0.0062084123308713,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,80,fire_fireman_longitude,0.0062066393592198,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,81,aggression_kleinman_longitude,0.0061877445906648,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,82,dishonesty_cardea_longitude,0.0061810160957796,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,83,victims_pain_dejanira_longitude,0.0061438269048175,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,84,explosive_salpeter_longitude,0.0061354822693167,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,85,death_thisbe_longitude,0.0061140239107809,Death Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,86,money_mony_longitude,0.006065931371449,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,87,death_kaali_longitude,0.0060566265452178,Death Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,88,victims_pain_sado_longitude,0.0060134223773784,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,89,money_goldfinger_longitude,0.0059497224542091,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,90,explosive_tl66_longitude,0.005936230022629,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,91,law_justice_polit_longitude,0.005926749151969,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,92,explosive_bombig_longitude,0.0058543141873004,Explosive Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,93,aggression_schubart_longitude,0.0058343347772697,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,94,victims_pain_nyctimene_longitude,0.005817341695499,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,95,law_justice_polizzi_longitude,0.0057627337297006,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,96,fire_burns_longitude,0.00574487770165,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,97,localization_chikako_longitude,0.0057394243412743,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,98,victims_pain_sisyphus_longitude,0.0057189552881079,Victim/Pain Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,99,death_pyramus_longitude,0.0055737118144345,Death Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,100,drugs_syrinx_longitude,0.005563357735313,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,101,fire_pyrrhus_longitude,0.0054892539640654,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,102,drugs_beer_longitude,0.0053228914078487,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,103,drugs_pillmore_longitude,0.0052392062700518,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,104,death_crantor_longitude,0.0051823909637275,Death Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,105,aggression_aristaeus_longitude,0.005057782675791,Aggression Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,106,money_midas_longitude,0.0049561796691141,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,107,mayhem_rhiphonos_longitude,0.0048908590268382,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,108,mayhem_hel_longitude,0.0048667991543813,Mayhem Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,109,money_silver_longitude,0.0046902345914241,Minor Planet,Astronomical position or factor
02,2,0.7771739130434783,110,moon_dignity,0.002495577552623,Planetary Dignity,Planetary strength in zodiac sign
02,2,0.7771739130434783,111,mercury_dignity,0.0006497427850953,Planetary Dignity,Planetary strength in zodiac sign
02,2,0.7771739130434783,112,mercury_retrograde,0.0005268385598856,Planetary Motion,Mercury backward motion
02,2,0.7771739130434783,113,sun_dignity,0.0004425179723391,Planetary Dignity,Planetary strength in zodiac sign
02,2,0.7771739130434783,114,27,0.0002294061622662,Other,Astronomical position or factor
04A,3,0.776595744680851,1,victims_pain_chiron_longitude,0.0582518320776067,Victim/Pain Minor Planet,"Wounded healer, victim experiences"
04A,3,0.776595744680851,2,uranus_longitude,0.0572392682213992,Traditional Planet,"Revolution, innovation, and sudden change"
04A,3,0.776595744680851,3,north_node,0.045980107947206,Lunar Node,Karmic path forward
04A,3,0.776595744680851,4,sun_longitude,0.0414602370762645,Traditional Planet,Solar position - core vitality and ego
04A,3,0.776595744680851,5,midheaven,0.0412515249282583,Astrological House,10th house cusp - career and reputation
04A,3,0.776595744680851,6,aggression_nessus_longitude,0.0392868947501516,Aggression Minor Planet,"Abuse, revenge, and violence"
04A,3,0.776595744680851,7,south_node,0.0389563884918975,Lunar Node,Karmic past
04A,3,0.776595744680851,8,mayhem_chaos_longitude,0.0359396379767507,Mayhem Minor Planet,Disorder and unpredictable events
04A,3,0.776595744680851,9,mercury_longitude,0.0354117220013875,Traditional Planet,Communication and mental activity
04A,3,0.776595744680851,10,aggression_orcus_longitude,0.0287619119025029,Aggression Minor Planet,Underworld punishment and retribution
04A,3,0.776595744680851,11,venus_longitude,0.0260217059387021,Traditional Planet,"Love, relationships, and values"
04A,3,0.776595744680851,12,ascendant,0.022318740063957,Astrological House,Rising sign - personality mask
04A,3,0.776595744680851,13,aggression_eris_longitude,0.0214119158909805,Aggression Minor Planet,"Discord, strife, and chaos"
04A,3,0.776595744680851,14,victims_pain_sedna_longitude,0.0210744400398417,Victim/Pain Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,15,pluto_longitude,0.0190957092165131,Traditional Planet,"Transformation, power, and death"
04A,3,0.776595744680851,16,neptune_longitude,0.01906853574404,Traditional Planet,"Deception, illusion, and confusion"
04A,3,0.776595744680851,17,jupiter_longitude,0.0188044995487945,Traditional Planet,"Expansion, luck, and philosophy"
04A,3,0.776595744680851,18,explosive_pholus_longitude,0.0139371334167865,Explosive Minor Planet,Sudden release and escalation
04A,3,0.776595744680851,19,saturn_longitude,0.0138152460251422,Traditional Planet,"Authority, structure, and limitation"
04A,3,0.776595744680851,20,mayhem_rhiphonos_longitude,0.0112337999633285,Mayhem Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,21,moon_longitude,0.0111375661611254,Traditional Planet,Lunar position - emotions and cycles
04A,3,0.776595744680851,22,moon_distance,0.0102627601994937,Lunar Feature,Earth-Moon distance
04A,3,0.776595744680851,23,moon_phase,0.0102038293196133,Lunar Feature,Lunar cycle phase (0-1)
04A,3,0.776595744680851,24,death_eurydike_longitude,0.0077621541912058,Death Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,25,localization_chikako_longitude,0.0075596866462608,Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,26,mayhem_apophis_longitude,0.0071925626507216,Mayhem Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,27,knives_cutillo_longitude,0.0067793143377978,Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,28,money_mony_longitude,0.0067457026602254,Minor Planet,Astronomical position or factor
04A,3,0.776595744680851,29,victims_pain_grieve_longitude,0.0065631192700924,Victim/Pain Minor Planet,Astronomical position or factor
