fbi_code,feature,importance
04A,eclipse_proximity,0.005936377587478625
04A,aggression_eris_longitude,0.02689215829470236
04A,aggression_nessus_longitude,0.030475272569607973
04A,aggression_ate_longitude,0.0034551476462713017
04A,aggression_orcus_longitude,0.02061862797068107
04A,aggression_amycus_longitude,0.0038843467951785084
04A,aggression_thereus_longitude,0.004031807028911305
04A,aggression_kleinman_longitude,0.0030922114956319475
04A,aggression_sekhmet_longitude,0.0052800579774925395
04A,aggression_tyson_longitude,0.003442388097283918
04A,aggression_schubart_longitude,0.0040210536573927974
04A,aggression_aristaeus_longitude,0.0038887220325321843
04A,aggression_toro_longitude,0.0037486635106290284
04A,aggression_amphimachus_longitude,0.006477595396375729
04A,aggression_balbastre_longitude,0.0035870689709384335
04A,mayhem_rhiphonos_longitude,0.011780716442553314
04A,mayhem_chaos_longitude,0.05253490534520569
04A,mayhem_phaeton_longitude,0.004091512919874598
04A,mayhem_wild_longitude,0.0038788642323697308
04A,mayhem_hybris_longitude,0.00516799985355471
04A,mayhem_hel_longitude,0.002995095927497489
04A,mayhem_apophis_longitude,0.0074348611687687595
04A,explosive_pholus_longitude,0.014265842733112672
04A,explosive_tl66_longitude,0.003815946770695712
04A,explosive_bomben_longitude,0.004120182848748579
04A,explosive_bombig_longitude,0.004836870522715726
04A,explosive_bam_longitude,0.003239209204373166
04A,explosive_salpeter_longitude,0.0035557427207550114
04A,explosive_salpetriere_longitude,0.002729781344497691
04A,victims_pain_sedna_longitude,0.02092386774823956
04A,victims_pain_chiron_longitude,0.07828422887143505
04A,victims_pain_dejanira_longitude,0.0031794085409239657
04A,victims_pain_nyctimene_longitude,0.003219767973004719
04A,victims_pain_sado_longitude,0.003175746222685824
04A,victims_pain_paine_longitude,0.004230205353906364
04A,victims_pain_lacrimosa_longitude,0.005170359362782788
04A,victims_pain_grieve_longitude,0.004583408224783451
04A,victims_pain_sisyphus_longitude,0.004562415825285971
04A,death_kaali_longitude,0.00400629045977817
04A,death_crantor_longitude,0.004908585888442363
04A,death_pyramus_longitude,0.0032976711312312835
04A,death_thisbe_longitude,0.00415765382645511
04A,death_eurydike_longitude,0.0060339340871916804
04A,firearms_gunn_longitude,0.0036840650863512203
04A,firearms_gunnie_longitude,0.006196135949910975
04A,firearms_gunma_longitude,0.004829800252461134
04A,firearms_shotwell_longitude,0.0032765621376307005
04A,knives_cutts_longitude,0.004002926713322849
04A,knives_cutillo_longitude,0.006883139685688533
04A,knives_sharp_longitude,0.003571374269585539
04A,prostitution_pylenor_longitude,0.0036917060453254226
04A,prostitution_kythera_longitude,0.004483921488532744
04A,prostitution_poutanen_longitude,0.005792033515873079
04A,prostitution_messalina_longitude,0.004250728994127805
04A,prostitution_slettebak_longitude,0.0043479661472936365
04A,prostitution_lust_longitude,0.005249156647088071
04A,drugs_dionysus_longitude,0.004763718778499708
04A,drugs_bacchus_longitude,0.0035989891481051743
04A,drugs_beer_longitude,0.003000831659235689
04A,drugs_syringa_longitude,0.003326682500929224
04A,drugs_syrinx_longitude,0.0026708797803335392
04A,drugs_pillmore_longitude,0.0031595732771243557
04A,drugs_datura_longitude,0.004199404172102414
04A,money_midas_longitude,0.005249110583632901
04A,money_mony_longitude,0.0055575639119774915
04A,money_gold_longitude,0.0034282620861995293
04A,money_golden_longitude,0.002932386257525101
04A,money_goldfinger_longitude,0.0031267961000288717
04A,money_goldreich_longitude,0.003162675125381696
04A,money_silver_longitude,0.003631933439801891
04A,fire_pyrrhus_longitude,0.006301302155152878
04A,fire_burnett_longitude,0.00486343738905754
04A,fire_burney_longitude,0.0039720977072190185
04A,fire_burns_longitude,0.003866518956619364
04A,fire_burnim_longitude,0.003972027991407117
04A,fire_fireman_longitude,0.0038898031990645715
04A,obstacles_alu_longitude,0.003979029377646513
04A,obstacles_hinderer_longitude,0.004378405392416004
04A,obstacles_lysistrata_longitude,0.004015282106942306
04A,dishonesty_lie_longitude,0.0063623882721847965
04A,dishonesty_swindle_longitude,0.0027354549848841287
04A,dishonesty_cardea_longitude,0.0027917795285452396
04A,computer_hack_longitude,0.004684753163496558
04A,computer_hackman_longitude,0.003255525712513968
04A,law_justice_polizzi_longitude,0.004753937067803384
04A,law_justice_polit_longitude,0.0030013718780109193
04A,law_justice_justitia_longitude,0.004458191279455938
04A,law_justice_dike_longitude,0.003800426258327524
04A,law_justice_themis_longitude,0.00378694444651019
04A,law_justice_richthammer_longitude,0.003792588733778623
04A,localization_chicago_longitude,0.0032408306458517806
04A,localization_chikako_longitude,0.007378493310123007
04A,localization_cook_longitude,0.0037584807641180573
04B,27,9.188501039564065e-05
04B,sun_longitude,0.05592331189995528
04B,moon_longitude,0.00794603291895695
04B,mercury_longitude,0.0400727056527538
04B,venus_longitude,0.029225130718285648
04B,mars_longitude,0.0059705950913512065
04B,jupiter_longitude,0.006621311737472327
04B,saturn_longitude,0.05838885145756808
04B,uranus_longitude,0.0240409738386023
04B,neptune_longitude,0.028424469643688038
04B,pluto_longitude,0.03956634088547614
04B,moon_phase,0.007792564224960986
04B,moon_distance,0.008800552573671475
04B,ascendant,0.03493685903154317
04B,midheaven,0.05590038996616413
04B,north_node,0.008091840400372247
04B,south_node,0.011924120238127469
04B,mercury_retrograde,0.00025332435915484045
04B,eclipse_proximity,0.004602883866261553
04B,aggression_eris_longitude,0.08706308367037588
04B,aggression_nessus_longitude,0.01183642282352133
04B,aggression_ate_longitude,0.0032483739618767425
04B,aggression_orcus_longitude,0.02844255254953506
04B,aggression_amycus_longitude,0.003559201475266792
04B,aggression_thereus_longitude,0.0031987333999920027
04B,aggression_kleinman_longitude,0.004133151734722127
04B,aggression_sekhmet_longitude,0.003467385351113635
04B,aggression_tyson_longitude,0.003560942163098732
04B,aggression_schubart_longitude,0.00375173082423002
04B,aggression_aristaeus_longitude,0.003029609901686985
04B,aggression_toro_longitude,0.0038197578879895526
04B,aggression_amphimachus_longitude,0.007708736535652968
04B,aggression_balbastre_longitude,0.0026312362450031236
04B,mayhem_rhiphonos_longitude,0.004637310030186443
04B,mayhem_chaos_longitude,0.009988691483856931
04B,mayhem_phaeton_longitude,0.003465413577133552
04B,mayhem_wild_longitude,0.003106089063925963
04B,mayhem_hybris_longitude,0.0028036552547893064
04B,mayhem_hel_longitude,0.0031652205638590565
04B,mayhem_apophis_longitude,0.006249769513015094
04B,explosive_pholus_longitude,0.024528031164999957
04B,explosive_tl66_longitude,0.0036953940204191415
04B,explosive_bomben_longitude,0.005389917139457007
04B,explosive_bombig_longitude,0.0031911448084022977
04B,explosive_bam_longitude,0.003135597347770998
04B,explosive_salpeter_longitude,0.0031915297759164685
04B,explosive_salpetriere_longitude,0.0032921125043029655
04B,victims_pain_sedna_longitude,0.035366212565793885
04B,victims_pain_chiron_longitude,0.05201116901568008
04B,victims_pain_dejanira_longitude,0.00517332563217639
04B,victims_pain_nyctimene_longitude,0.0030712331153267807
04B,victims_pain_sado_longitude,0.003736284846739727
04B,victims_pain_paine_longitude,0.006541403974471636
04B,victims_pain_lacrimosa_longitude,0.004357381415909073
04B,victims_pain_grieve_longitude,0.0053792097861137785
04B,victims_pain_sisyphus_longitude,0.002241274312132102
04B,death_kaali_longitude,0.0031403057320217413
04B,death_crantor_longitude,0.003066175210778142
04B,death_pyramus_longitude,0.0028095395972608573
04B,death_thisbe_longitude,0.003416621433058832
04B,death_eurydike_longitude,0.007889519833970137
04B,firearms_gunn_longitude,0.004270265710067405
04B,firearms_gunnie_longitude,0.0066319830707828155
04B,firearms_gunma_longitude,0.003035575252957069
04B,firearms_shotwell_longitude,0.003536012800700011
04B,knives_cutts_longitude,0.002835697279397582
04B,knives_cutillo_longitude,0.0049161406468434705
04B,knives_sharp_longitude,0.0030835707817633024
04B,prostitution_pylenor_longitude,0.0039122592587184195
04B,prostitution_kythera_longitude,0.0037886858448191955
04B,prostitution_poutanen_longitude,0.004343402816841325
04B,prostitution_messalina_longitude,0.003939071537945874
04B,prostitution_slettebak_longitude,0.004005031328222563
04B,prostitution_lust_longitude,0.00359148206445486
04B,drugs_dionysus_longitude,0.004091298553328334
04B,drugs_bacchus_longitude,0.005201174548242949
04B,drugs_beer_longitude,0.0024002840679356987
04B,drugs_syringa_longitude,0.004603285600395803
04B,drugs_syrinx_longitude,0.002706262384624234
04B,drugs_pillmore_longitude,0.0020998724713099095
04B,drugs_datura_longitude,0.002507784280918522
04B,money_midas_longitude,0.003913850335243528
04B,money_mony_longitude,0.003485333080245977
04B,money_gold_longitude,0.0033270470308403295
04B,money_golden_longitude,0.004187220177756151
04B,money_goldfinger_longitude,0.003962307852360411
04B,money_goldreich_longitude,0.003865360737326841
04B,money_silver_longitude,0.0028338194012256447
04B,fire_pyrrhus_longitude,0.0022411361555244366
04B,fire_burnett_longitude,0.003584016103520993
04B,fire_burney_longitude,0.0031017507381158583
04B,fire_burns_longitude,0.0029327656396258045
04B,fire_burnim_longitude,0.0035003873912507755
04B,fire_fireman_longitude,0.0036745168066625615
04B,obstacles_alu_longitude,0.0026870061139879693
04B,obstacles_hinderer_longitude,0.0028121243240470262
04B,obstacles_lysistrata_longitude,0.0035992103968647583
04B,dishonesty_lie_longitude,0.004386242817912356
04B,dishonesty_swindle_longitude,0.0027208548289215373
04B,dishonesty_cardea_longitude,0.00679892999189417
04B,computer_hack_longitude,0.004159728277268766
04B,computer_hackman_longitude,0.003972978006050364
04B,law_justice_polizzi_longitude,0.0027717416209849127
04B,law_justice_polit_longitude,0.0032727914199560727
04B,law_justice_justitia_longitude,0.004070344192399629
04B,law_justice_dike_longitude,0.0033586289157926524
04B,law_justice_themis_longitude,0.005079293960480625
04B,law_justice_richthammer_longitude,0.0036247815795782297
04B,localization_chicago_longitude,0.0022734559967320465
04B,localization_chikako_longitude,0.0035949135549447745
04B,localization_cook_longitude,0.004643727493920898
06,27,7.097147124292554e-05
06,sun_longitude,0.014199874685457588
06,moon_longitude,0.004155682662809786
06,mercury_longitude,0.009237430020074757
06,venus_longitude,0.010074719073201127
06,mars_longitude,0.002965681366728873
06,jupiter_longitude,0.00573030709053903
06,saturn_longitude,0.12545943173235663
06,uranus_longitude,0.03703173034563938
06,neptune_longitude,0.06145212621919744
06,pluto_longitude,0.07420641382871268
06,moon_phase,0.0040122776799409446
06,moon_distance,0.004285802391673714
06,ascendant,0.021855174104593728
06,midheaven,0.019709721562765136
06,north_node,0.014784559375883032
06,south_node,0.008513141498319337
06,mercury_retrograde,0.0005074353757608119
06,eclipse_proximity,0.0032049718612848356
06,aggression_eris_longitude,0.13141377463506054
06,aggression_nessus_longitude,0.017296395974883555
06,aggression_ate_longitude,0.002027767396815902
06,aggression_orcus_longitude,0.05187664363511157
06,aggression_amycus_longitude,0.003520577718879281
06,aggression_thereus_longitude,0.0020988589370807133
06,aggression_kleinman_longitude,0.002613521203533017
06,aggression_sekhmet_longitude,0.0036606515416782526
06,aggression_tyson_longitude,0.002461451039683452
06,aggression_schubart_longitude,0.0037838113821992126
06,aggression_aristaeus_longitude,0.0024453298671796
06,aggression_toro_longitude,0.0031594725067808777
06,aggression_amphimachus_longitude,0.003410992226950557
06,aggression_balbastre_longitude,0.001464847984128042
06,mayhem_rhiphonos_longitude,0.0027538129454369744
06,mayhem_chaos_longitude,0.029020791821600698
06,mayhem_phaeton_longitude,0.0016459896381395694
06,mayhem_wild_longitude,0.0023039482769304713
06,mayhem_hybris_longitude,0.0018670121105200863
06,mayhem_hel_longitude,0.001724742531573561
06,mayhem_apophis_longitude,0.005064660439259207
06,explosive_pholus_longitude,0.05240268982699479
06,explosive_tl66_longitude,0.001989082908464884
06,explosive_bomben_longitude,0.002831472681572721
06,explosive_bombig_longitude,0.006215674786661959
06,explosive_bam_longitude,0.0022221643135146235
06,explosive_salpeter_longitude,0.002245491090701537
06,explosive_salpetriere_longitude,0.0032919947129638368
06,victims_pain_sedna_longitude,0.010262139318890267
06,victims_pain_chiron_longitude,0.055344104619450024
06,victims_pain_dejanira_longitude,0.0033285004531327265
06,victims_pain_nyctimene_longitude,0.00241295303499205
06,victims_pain_sado_longitude,0.0019413336448045962
06,victims_pain_paine_longitude,0.006012456793835702
06,victims_pain_lacrimosa_longitude,0.002545745019763608
06,victims_pain_grieve_longitude,0.003221636244307779
06,victims_pain_sisyphus_longitude,0.0016670954033738375
06,death_kaali_longitude,0.0013859114854446173
06,death_crantor_longitude,0.004336713766212965
06,death_pyramus_longitude,0.0027656133881636367
06,death_thisbe_longitude,0.0017219058061367673
06,death_eurydike_longitude,0.0016776597095263853
06,firearms_gunn_longitude,0.003307946562226485
06,firearms_gunnie_longitude,0.004116580345000814
06,firearms_gunma_longitude,0.001494674340801093
06,firearms_shotwell_longitude,0.0019978193476123908
06,knives_cutts_longitude,0.0017985690773247287
06,knives_cutillo_longitude,0.0031973111653315804
06,knives_sharp_longitude,0.0016765714107976311
06,prostitution_pylenor_longitude,0.005175431623351392
06,prostitution_kythera_longitude,0.001827970057170589
06,prostitution_poutanen_longitude,0.002587320729051877
06,prostitution_messalina_longitude,0.0037082762811198548
06,prostitution_slettebak_longitude,0.0026837094976423087
06,prostitution_lust_longitude,0.0021985693466766818
06,drugs_dionysus_longitude,0.0022898909380177123
06,drugs_bacchus_longitude,0.001700868093323239
06,drugs_beer_longitude,0.0023220571601888615
06,drugs_syringa_longitude,0.002525939858857394
06,drugs_syrinx_longitude,0.0027060351509751086
06,drugs_pillmore_longitude,0.0033074711054281525
06,drugs_datura_longitude,0.0013685867479622884
06,money_midas_longitude,0.0031686591520842127
06,money_mony_longitude,0.0034298737254560467
06,money_gold_longitude,0.002632432586873346
06,money_golden_longitude,0.002163779500322326
06,money_goldfinger_longitude,0.0011898773530924782
06,money_goldreich_longitude,0.0017873085329966393
06,money_silver_longitude,0.002375435085624861
06,fire_pyrrhus_longitude,0.0023841128738875954
06,fire_burnett_longitude,0.0037754288548347936
06,fire_burney_longitude,0.002001096826238806
06,fire_burns_longitude,0.0035593949473798907
06,fire_burnim_longitude,0.0027371056894957267
06,fire_fireman_longitude,0.0018872229521007008
06,obstacles_alu_longitude,0.0032224908494294605
06,obstacles_hinderer_longitude,0.0028340227224524757
06,obstacles_lysistrata_longitude,0.004296736385141163
06,dishonesty_lie_longitude,0.003061227237682038
06,dishonesty_swindle_longitude,0.0018762768742273046
06,dishonesty_cardea_longitude,0.004890386748556122
06,computer_hack_longitude,0.0015870430117780553
06,computer_hackman_longitude,0.0015775259080303041
06,law_justice_polizzi_longitude,0.002286048271268703
06,law_justice_polit_longitude,0.002404886762862053
06,law_justice_justitia_longitude,0.0020743596700761053
06,law_justice_dike_longitude,0.002778463808618865
06,law_justice_themis_longitude,0.0038147868932058822
06,law_justice_richthammer_longitude,0.0025746135232819416
06,localization_chicago_longitude,0.0025541843169073785
06,localization_chikako_longitude,0.003428849108081275
06,localization_cook_longitude,0.002759925820637002
07,27,6.821793385312382e-07
07,sun_longitude,0.0021062063942126705
07,moon_longitude,0.003773600945235808
07,mercury_longitude,0.0025011833382648464
07,venus_longitude,0.0016110745056140123
07,mars_longitude,0.001766533791883987
07,jupiter_longitude,0.013132011657631025
07,saturn_longitude,0.06051546808593861
07,uranus_longitude,0.0592839003552295
07,neptune_longitude,0.03619083455968382
07,pluto_longitude,0.03565942605697436
07,moon_phase,0.0035047937694423843
07,moon_distance,0.0032455213262603906
07,ascendant,0.0019731164453631674
07,midheaven,0.0019923705815557656
07,north_node,0.04173567538108013
07,south_node,0.02522927691465069
07,mercury_retrograde,0.00017109659381056374
07,eclipse_proximity,0.0022644979680867677
07,aggression_eris_longitude,0.07994660438421594
07,aggression_nessus_longitude,0.10289578928489931
07,aggression_ate_longitude,0.005290513892245708
07,aggression_orcus_longitude,0.04877461661717871
07,aggression_amycus_longitude,0.001116397374322031
07,aggression_thereus_longitude,0.001590223095246815
07,aggression_kleinman_longitude,0.0025511559060157475
07,aggression_sekhmet_longitude,0.005080699830989628
07,aggression_tyson_longitude,0.0028662306408629708
07,aggression_schubart_longitude,0.0023337953826181672
07,aggression_aristaeus_longitude,0.0024983398458618307
07,aggression_toro_longitude,0.0051467318527688944
07,aggression_amphimachus_longitude,0.005361548626979941
07,aggression_balbastre_longitude,0.0028499464273478462
07,mayhem_rhiphonos_longitude,0.02249304807199715
07,mayhem_chaos_longitude,0.05043271855466437
07,mayhem_phaeton_longitude,0.0010037035915075442
07,mayhem_wild_longitude,0.0026047443759361555
07,mayhem_hybris_longitude,0.0016157241990838568
07,mayhem_hel_longitude,0.0018611327460344679
07,mayhem_apophis_longitude,0.0020295949784873866
07,explosive_pholus_longitude,0.062430980268771454
07,explosive_tl66_longitude,0.0022105655374557542
07,explosive_bomben_longitude,0.0018017078216218843
07,explosive_bombig_longitude,0.002804500579654529
07,explosive_bam_longitude,0.0034302705778819272
07,explosive_salpeter_longitude,0.0018383662834112933
07,explosive_salpetriere_longitude,0.0013409342119773135
07,victims_pain_sedna_longitude,0.0053798909478776705
07,victims_pain_chiron_longitude,0.07478124707841594
